"Fecha Retiro","Iniciativa","Cod. Serial","Vintage Inicial","Vintage Final","Año absorción","Cod. Seriales Entregados","Destinación","Usuario Final","Nit Usuario Final","Sujeto Pasivo","Nit Sujeto Pasivo","TCO2e Entregadas"
"15/07/2025","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-288689-290059","Impuesto al Carbono","INVERSIONES JEPAR  S.A.S. - EDS TERPEL LA  METRO","900566851-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","1371"
"15/07/2025","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-287521-288688","Impuesto al Carbono","GOMEZ  COMBUSTIBLES S.A.S -  EDS TERPEL ITAGUI","900704774-9","ORGANIZACIÓN TERPEL SA","830095213-0 ","1168"
"15/07/2025","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-285748-287520","Impuesto al Carbono","DS SERVICIOS  COLOMBIA SAS - EDS  TERPEL CALLE 127","900959736-3","ORGANIZACIÓN TERPEL SA","830095213-0 ","1773"
"15/07/2025","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-284778-285747","Impuesto al Carbono","BOTANGEL S.A.S. - EDS  CENTRO AUTOMOTRIZ","901494276-3","ORGANIZACIÓN TERPEL SA","830095213-0 ","970"
"15/07/2025","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-283278-284777","Impuesto al Carbono","OPERACIONES Y  SERVICIOS TECNICOS  SAS - EDS BOSTON","901185697-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","1500"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-12104-12719","Impuesto al Carbono","MULTIPLICADORES  DE VALOR SAS - EDS  ANILLO VIAL","901923169-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","616"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-10808-12103","Impuesto al Carbono","DISTRIBUCIONES DE  COMBUSTIBLES  LUBRICANTES Y SPA  S.A.S - EDS  OTRAPARTE","900642899-3","ORGANIZACIÓN TERPEL SA","830095213-0 ","1296"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-10052-10807","Impuesto al Carbono","VNOA S.A.S - EDS  CONCEPCIÓN","901777693-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","756"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-08455-10051","Impuesto al Carbono","CARPE DIEM SAS - EDS  TERPEL EL LIMONAR","900809159-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","1597"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-7755-8454","Impuesto al Carbono","INVERSIONES COOMOTOR S.A.","813004069-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","700"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-7091-7754","Impuesto al Carbono","INVERSIONES COOMOTOR S.A.","813004069-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","664"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-6502-7090","Impuesto al Carbono","LUEM SOLUCIONES  INTEGRALES SAS - EDS  PRIMERA DE MAYO","901777612-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","589"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-5661-6501","Impuesto al Carbono","JASCAP SAS - EDS  ALCALA","901778440-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","841"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-4663-5660","Impuesto al Carbono","GUTIERREZ &  LOMBANA S.A.S - EDS  VILLA CLAUDIA","901776446-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","998"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-3845-4662","Impuesto al Carbono","COREST COLOMBIAN  SOCIETY S.A.S. - EDS  VILLAGORGONA","901780475-9","ORGANIZACIÓN TERPEL SA","830095213-0 ","818"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-2842-3844","Impuesto al Carbono","ENERGY STOP SAS -  TANQUEADERO","901776873-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","1003"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-1120-2841","Impuesto al Carbono","INVERSIONES RUCA  SAS - PASEO LA 15","901493966-2","ORGANIZACIÓN TERPEL SA","830095213-0 ","1722"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2023","7/19/2019","6/25/2024","2023","COLCX-14-0007-2023-0001-1119","Impuesto al Carbono","BINIA SAS - SILVANIA","901410494-2","ORGANIZACIÓN TERPEL SA","830095213-0 ","1119"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-12678-12717","Impuesto al Carbono","BINIA SAS - SILVANIA","901410494-2","ORGANIZACIÓN TERPEL SA","830095213-0 ","40"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-11719-12677","Impuesto al Carbono"," COMERCIALIZADORA  COMBUSTIBLES  ROLDAN SAS - LA ISLA","901495779-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","959"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-10589-11718","Impuesto al Carbono","RUTA GP S.A.S - CEIBA","901777708-9","ORGANIZACIÓN TERPEL SA","830095213-0 ","1130"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-09768-10588","Impuesto al Carbono","RASALED COMPANY  SAS - EDS EL BARZAL","901776062-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","821"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-8653-9767","Impuesto al Carbono","GRUPO ALMA NORTE  SAS - EDS POD SANTA  BERNARDITA","901777866-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","1115"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-7453-8652","Impuesto al Carbono","97 LR SAS - EDS EL  PUENTE","901779745-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","1200"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-6119-7452","Impuesto al Carbono","INVERSIONES SOLANO  URIBE SAS - EDS  VALLEMIO","901499321-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","1334"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-4725-6118","Impuesto al Carbono","DISTRIBUCIONES  MARFERE SAS - EDS  VILLANUEVA","901778976-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","1394"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-3801-4724","Impuesto al Carbono"," ANA CARVAJAL SAS -  EDS TERPEL MOLINOS I","900805957-3","ORGANIZACIÓN TERPEL SA","830095213-0 ","924"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-1944-3800","Impuesto al Carbono"," INVERSIONES VELA  GOMEZ SAS - EDS  MATATIGRES","901493304-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","1857"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-1001-1943","Impuesto al Carbono","BIVAL SAS - EDS EL  CARMEN","901776527-8","ORGANIZACIÓN TERPEL SA","830095213-0 ","943"
"15/07/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-0578-1000","Impuesto al Carbono"," CETER ( COOPERATIVA  MULTIACTIVA Y DE  TRANSPORTE DE  SANTANDER ) - EDS LA  PAZ ","890207572-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","423"
"15/07/2025","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2021","5/12/2008","6/17/2022","2021","COLCX-14-0011-2021-53084-53226","Impuesto al Carbono","97 LR SAS - EDS EL  PUENTE","901779745-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","143"
"15/07/2025","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2021","5/12/2008","6/17/2022","2021","COLCX-14-0011-2021-53049-53083","Impuesto al Carbono","OSOCA ENERGY SAS -  EDS LA 50","901777633-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","35"
"15/07/2025","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2022","5/12/2008","6/17/2022","2022","COLCX-14-0011-2022-50999-51713","Impuesto al Carbono","OSOCA ENERGY SAS -  EDS LA 50","901777633-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","715"
"15/07/2025","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2023","5/10/2016","8/14/2023","2023","COLCX-14-0005-2023-23413-23870","Impuesto al Carbono","GOMEZ  COMBUSTIBLES S.A.S -  EDS TERPEL ITAGUI","900704774-9","ORGANIZACIÓN TERPEL SA","830095213-0 ","458"
"15/07/2025","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2022","5/10/2016","8/14/2023","2022","COLCX-14-0005-2022-38468-38669","Impuesto al Carbono","DS SERVICIOS  COLOMBIA SAS - EDS  TERPEL CALLE 127","900959736-3","ORGANIZACIÓN TERPEL SA","830095213-0 ","202"
"15/07/2025","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2022","5/10/2016","8/14/2023","2022","COLCX-14-0005-2022-37930-38467","Impuesto al Carbono","CADAVID  COMBUSTIBLES SAS -  EDS TERPEL LAS  MERCEDES","901004137-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","538"
"15/07/2025","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2021","5/10/2016","8/14/2023","2021","COLCX-14-0005-2021-34283-35022","Impuesto al Carbono","CADAVID  COMBUSTIBLES SAS -  EDS TERPEL LAS  MERCEDES","901004137-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","740"
"15/07/2025","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2020","5/10/2016","8/14/2023","2020","COLCX-14-0005-2020-34769-35510","Impuesto al Carbono","CADAVID  COMBUSTIBLES SAS -  EDS TERPEL LAS  MERCEDES","901004137-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","742"
"14/07/2025","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2019","5/1/2009","8/14/2023","2019","COLCX-14-0005-2019-46821-47480","Compensacion voluntaria","INDUSTRIA LICORERA DE CALDAS","890801167-8","INDUSTRIA LICORERA DE CALDAS","890801167-8","660"
"14/07/2025","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-283128-283277","Compensacion voluntaria","DISICO SA","860074186-9","DISICO SA","860074186-9","150"
"14/07/2025","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-282878-283127","Compensacion voluntaria","DISICO SA","860074186-9","DISICO SA","860074186-9","250"
"10/07/2025","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2023","8/29/2019","4/30/2024","2023","COLCX-01-0028-2023-36733-37402","Impuesto al Carbono","TRACTOCARGA SAS","800105213-6","PRIMAX COLOMBIA SA","860002554-8","670"
"09/07/2025","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2022","6/1/2008","1/19/2023","2022","COLCX-14-0010-2022-160523-160826","Impuesto al Carbono","ANTIOQUEÑA DE TRANSPORTES S.A.S.","900907710-1","CHEVRON PETROLEUM COMPANY","860005223-9","304"
"09/07/2025","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2022","6/1/2008","1/19/2023","2022","COLCX-14-0010-2022-159662-160522","Impuesto al Carbono","ANTIOQUEÑA DE COMBUSTIBLES SAS","900310074-1","CHEVRON PETROLEUM COMPANY","860005223-9","861"
"09/07/2025","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2020","5/10/2016","8/14/2023","2020","COLCX-14-0005-2020-34603-34768","Compensacion voluntaria","DELIFLOR AMERICAS S.A.S","901544539-0","DELIFLOR AMERICAS S.A.S","901544539-0","166"
"03/07/2025","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2020","1/1/2019","12/31/2023","2020","COLCX-14-0032-2020-225366-225439","Impuesto al Carbono","UNIÓN ANDINA DE  TRANSPORTES SAS","860062581-3","ORGANIZACIÓN TERPEL SA","830095213-0 ","74"
"01/07/2025","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2020","1/1/2019","12/31/2023","2020","COLCX-14-0032-2020-225163-225365","Impuesto al Carbono","COLTANQUES SAS","860040576-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","203"
"01/07/2025","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2023","8/29/2019","4/30/2024","2023","COLCX-01-0028-2023-36533-36732","Impuesto al Carbono","COORDINADORA SA","890904713-2","ORGANIZACIÓN TERPEL SA","830095213-0 ","200"
"01/07/2025","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2023","8/29/2019","4/30/2024","2023","COLCX-01-0028-2023-35541-36532","Impuesto al Carbono","COORDINADORA SA","890904713-2","PRIMAX COLOMBIA SA","860002554-8","992"
"27/06/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-577-577","Compensacion voluntaria","ECOPETROL SA","899999068-1","ECOPETROL SA","899999068-1","1"
"27/06/2025","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-282828-282877","Compensacion voluntaria","TRANSPORTES LAS COROCORAS LOGISTICA A SU SERVICIO SAS","900673667-4","TRANSPORTES LAS COROCORAS LOGISTICA A SU SERVICIO SAS","900673667-4","50"
"27/06/2025","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2022","5/12/2008","6/17/2022","2022","COLCX-14-0011-2022-50995-50998","Compensacion voluntaria","IMI INGENIERIA MONTAJES Y MANTENIMIENTO INDUSTRIAL S.A.S","900771059-6","IMI INGENIERIA MONTAJES Y MANTENIMIENTO INDUSTRIAL S.A.S","900771059-6","4"
"27/06/2025","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2021","6/1/2008","1/19/2023","2021","COLCX-14-0010-2021-173144-173371","Impuesto al Carbono","BUS BENZ SAS","900013269-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","228"
"27/06/2025","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2021","6/1/2008","1/19/2023","2021","COLCX-14-0010-2021-172180-173143","Impuesto al Carbono","INVERSIONES PARQUE OLAYA SAS","901561156-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","964"
"27/06/2025","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2021","6/1/2008","1/19/2023","2021","COLCX-14-0010-2021-171477-172179","Impuesto al Carbono","LILIANA MONTOYA CLAVIJO","21482763","ORGANIZACIÓN TERPEL SA","830095213-0 ","703"
"27/06/2025","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2021","6/1/2008","1/19/2023","2021","COLCX-14-0010-2021-171123-171476","Impuesto al Carbono","INVERSIONES SIDERENSE SAS","811003004-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","354"
"27/06/2025","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2021","6/1/2008","1/19/2023","2021","COLCX-14-0010-2021-170950-171122","Impuesto al Carbono","TALLERES OCCIDENTAL SAS","830504050-3","ORGANIZACIÓN TERPEL SA","830095213-0 ","173"
"27/06/2025","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2021","6/1/2008","1/19/2023","2021","COLCX-14-0010-2021-170357-170949","Impuesto al Carbono","INVERSIONES DITAIRES SAS","900814383-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","593"
"26/06/2025","Proyecto REDD+ Cuenca Alto Baudo","COLCX-14-0035-2018","10/1/2018","10/1/2022","2018","COLCX-14-0035-2018-28-29","Compensacion voluntaria","FUNDACION CIUDAD EMERGENTE","RUT 65061264-7","FUNDACION CIUDAD EMERGENTE","RUT 65061264-7","2"
"25/06/2025","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2023","8/29/2019","4/30/2024","2023","COLCX-01-0028-2023-35532-35540","Compensacion voluntaria","STERINOVA SAS","901130790-6","STERINOVA SAS","901130790-6","9"
"25/06/2025","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2018","6/1/2008","1/19/2023","2018","COLCX-14-0010-2018-71542-76881","Compensacion voluntaria","INSTITUTO DISTRITAL DE RECREACION Y DEPORTE","860061099-1","INSTITUTO DISTRITAL DE RECREACION Y DEPORTE","860061099-1","5340"
"20/06/2025","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2023","8/29/2019","4/30/2024","2023","COLCX-01-0028-2023-35332-35531","Compensacion voluntaria","INVERSIONES TRACTO- EXPRESS LTDA","813008405","INVERSIONES TRACTO- EXPRESS LTDA","813008405","200"
"18/06/2025","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2020","1/1/2019","12/31/2023","2020","COLCX-14-0032-2020-212463-225162","Impuesto al Carbono","REFINERIA DE CARTAGENA S.A.S","900112515-7","DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS","901160786-4","12700"
"17/06/2025","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2022","6/1/2008","1/19/2023","2022","COLCX-14-0010-2022-159362-159661","Compensacion voluntaria","UNION TEMPORAL INECO META 2022","901699845-5","UNION TEMPORAL INECO META 2022","901699845-5","300"
"17/06/2025","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2021","5/12/2008","6/17/2022","2021","COLCX-14-0011-2021-52584-53048","Compensacion voluntaria","ITAÚ COLOMBIA S A","890903937-0","ITAÚ COLOMBIA S A","890903937-0","465"
"17/06/2025","Proyecto Forestal Caquetá Renace","COLCX-14-0038-2012","9/15/2012","9/10/2022","2012","COLCX-14-0038-2012-1131-1630","Compensacion voluntaria","SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO","800176089-2","SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO","800176089-2","500"
"16/06/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-047-576","Compensacion voluntaria","ELOGIA SOLUCIONES  LOGÍSTICAS S.A.S","819004116-5","ELOGIA SOLUCIONES  LOGÍSTICAS S.A.S","819004116-5","530"
"16/06/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2022","7/19/2019","6/25/2024","2022","COLCX-14-0007-2022-01-46","Compensacion voluntaria","CONSORCIO DIA S.A.","900294208-0","CONSORCIO DIA S.A.","900294208-0","46"
"16/06/2025","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2023","8/29/2019","4/30/2024","2023","COLCX-01-0028-2023-34804-35331","Impuesto al Carbono","GBUSES","900358864-9","PETROLEOS DEL MILENIO SAS","819001667-8","528"
"16/06/2025","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2023","8/29/2019","4/30/2024","2023","COLCX-01-0028-2023-33892-34803","Impuesto al Carbono","GMOVIL SAS","900364704-3","PETROLEOS DEL MILENIO SAS","819001667-8","912"
"16/06/2025","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2023","8/29/2019","4/30/2024","2023","COLCX-01-0028-2023-33067-33891","Impuesto al Carbono","COMBUSTIBLES Y TRANSPORTES HERNANDEZ","830118785-2","COMBUSTIBLES Y TRANSPORTES HERNANDEZ","830118785-2","825"
"13/06/2025","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2023","8/29/2019","4/30/2024","2023","COLCX-01-0028-2023-32397-33066","Impuesto al Carbono","TRACTOCARGA SAS","800105213-6","PRIMAX COLOMBIA SA","860002554-8","670"
"12/06/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2021","7/19/2019","6/25/2024","2021","COLCX-14-0007-2021-00001-12717","Impuesto al Carbono","MASSER S A S","900491889-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","12717"
"12/06/2025","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2020","7/19/2019","6/25/2024","2020","COLCX-14-0007-2020-00001-11894","Impuesto al Carbono","MASSER S A S","900491889-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","11894"
"11/06/2025","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-184391-282827","Impuesto al Carbono","MASSER S A S","900491889-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","98437"
"11/06/2025","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2023","5/10/2016","8/14/2023","2023","COLCX-14-0005-2023-22674-23412","Impuesto al Carbono","MASSER S A S","900491889-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","739"
"11/06/2025","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2022","5/10/2016","8/14/2023","2022","COLCX-14-0005-2022-36851-37929","Impuesto al Carbono","MASSER S A S","900491889-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","1079"
"11/06/2025","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2021","5/10/2016","8/14/2023","2021","COLCX-14-0005-2021-33204-34282","Impuesto al Carbono","MASSER S A S","900491889-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","1079"
"11/06/2025","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2020","5/10/2016","8/14/2023","2020","COLCX-14-0005-2020-33523-34602","Impuesto al Carbono","MASSER S A S","900491889-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","1080"
"10/06/2025","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2018","6/1/2008","1/19/2023","2018","COLCX-14-0010-2018-71292-71541","Compensacion voluntaria","EQUIPOS Y CONTROLES INDUSTRIALES S.A.","860055583-9","EQUIPOS Y CONTROLES INDUSTRIALES S.A.","860055583-9","250"
"10/06/2025","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2018","6/1/2008","1/19/2023","2018","COLCX-14-0010-2018-70192-71291","Compensacion voluntaria","QUICK HELP S.A.S.","830124778-5","QUICK HELP S.A.S.","830124778-5","1100"
"10/06/2025","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2022","5/10/2016","8/14/2023","2022","COLCX-14-0005-2022-36545-36850","Compensacion voluntaria","Agencia de Viajes y turismo Aviatur SAS","860000018-2","Agencia de Viajes y turismo Aviatur SAS","860000018-2","306"
