Fecha de retiro;Proyecto;Año;Cod. Vintage;Cod. COLCERs retirados;Propósito del retiro;Usuario final;Sujeto pasivo;COLCERs retirados
2025-04-08 9:25:47;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-616775-617157;Impuesto al Carbono;900.814.383-4 - INVERSIONES DITAIRES SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;383
2025-04-08 9:25:37;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-616612-616774;Impuesto al Carbono;830.504.050-3 - TALLERES OCCIDENTAL SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;163
2025-04-08 9:18:12;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-616364-616611;Impuesto al Carbono;811.003.004-5 - INVERSIONES SIDERENSE SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;248
2025-04-08 9:00:54;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-616136-616363;Impuesto al Carbono;900.013.269-5 - BUS BENZ SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;228
2025-04-08 9:00:32;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-615433-616135;Impuesto al Carbono;21.482.763 - LILIANA MONTOYA CLAVIJO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;703
2025-04-07 17:04:14;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-493697-615432;Impuesto al Carbono;900.491.889-0 - MASSER S A S;830.095.213-0 - ORGANIZACIÓN TERPEL SA;121736
2025-03-26 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-493531-493696;Compensación voluntaria;890.911.972-2 - SEGURIDAD RECORD DE COLOMBIA LIMITADA (SEGURCOL);890.911.972-2 - SEGURIDAD RECORD DE COLOMBIA LIMITADA (SEGURCOL);166
2025-03-25 0:00:00;CARBONO IG FARMS;2021;COLCX-14-0003-2021;COLCX-14-0003-2021-16741-16940;Compensación voluntaria;900.360.001-6 - INNERGY S.A.S;900.360.001-6 - INNERGY S.A.S;200
2025-03-19 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-481531-493530;Impuesto al Carbono;901.065.873-0 - PLUS + ENERGY S.A.S;901.065.873-0 - PLUS + ENERGY S.A.S;12000
2025-03-18 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-468492-481530;Impuesto al Carbono;900.112.515-7 - REFINERIA DE CARTAGENA S.A.S;901.160.786-4 - DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS;13039
2025-03-18 0:00:00;Proyecto Forestal CO2Cero Caribe;2021;COLCX-14-0006-2021;COLCX-14-0006-2021-25130-40298;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;15169
2025-03-18 0:00:00;Proyecto Forestal CO2Cero Caribe;2022;COLCX-14-0006-2022;COLCX-14-0006-2022-24249-38338;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;14090
2025-03-17 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-468250-468491;Compensación voluntaria;900.042.857-1 - XM COMPAÑIA DE  EXPERTOS EN  MERCADOS S.A. E.S.P.;900.042.857-1 - XM COMPAÑIA DE  EXPERTOS EN  MERCADOS S.A. E.S.P.;242
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-342970-344439;Impuesto al Carbono;900.726.147-5 -  CODICOM  COMBUSTIBLES SAS -  EDS TERPEL TERMINAL  TRANSPORTES DE  MANIZALES;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1470
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-344440-345399;Impuesto al Carbono;901.495.473-2 - Ema & Nin SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;960
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-345400-345923;Impuesto al Carbono;900.752.990-8 - Inversiones Y  Representaciones Lfr  SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;524
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-345924-348043;Impuesto al Carbono;900.824.397-1 - 2 Tigres SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;2120
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-348044-349620;Impuesto al Carbono;901.186.457-9 -  CORPORACIÓN S.A.S. - RYL S.A.S.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1577
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-349621-350908;Impuesto al Carbono;901.047.467-7 - Distribuidora Y  Comercializadora De  Los Andes SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1288
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-350909-352592;Impuesto al Carbono;900.632.661-5 - Maz Distribuciones  SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1684
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-352593-354223;Impuesto al Carbono;900.912.811-5 - Esergas SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1631
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-354224-356890;Impuesto al Carbono;900.666.968-7 - INVERSIONES CONCAR  SAS - EDS TERPEL LA  CONEJERA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;2667
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-356891-357846;Impuesto al Carbono;901.621.116-9 - OIL GAS CENTER SAS -  EDS TERPEL LA  PORTADA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;956
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-357847-358598;Impuesto al Carbono;901.189.381-1 - CENTRAL DE  BIOCOMBUSTIBLES Y  ENERGÍA SAS - EDS  TERPEL SOL DE ;830.095.213-0 - ORGANIZACIÓN TERPEL SA;752
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-358599-359694;Impuesto al Carbono;901.321.095-5 - JARAMILLO BERNAL  SAS - EDS TERPEL  PALMIRA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1096
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-359695-361392;Impuesto al Carbono;900.734.667-7 - JMG INVERSIONES Y  NEGOCIOS SAS - EDS  TERPEL FONTIBON  FERROCARRIL;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1698
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-361393-362481;Impuesto al Carbono;901.494.799-3 - TERJESAN SAS - EDS  TERPEL LA FLORA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1089
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-362482-363858;Impuesto al Carbono;900.798.793-1 - MONTMARC SAS - EDS  TERPEL BONANZA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1377
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-363859-364850;Impuesto al Carbono;901.493.916-4 - BIOCOMBUSTIBLES  MDG S.A.S - EDS  TERPEL EL BOSQUE  (BUC);830.095.213-0 - ORGANIZACIÓN TERPEL SA;992
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-364851-365609;Impuesto al Carbono;901.494.099-6 - CARBURANTES ANITA  SAS - EDS PORTAL DE  MENGA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;759
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-365610-366462;Impuesto al Carbono;901.187.695-1 - DISTRIEDS SAS - EDS  TERPEL LA VARIANTE;830.095.213-0 - ORGANIZACIÓN TERPEL SA;853
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-366463-367219;Impuesto al Carbono;900.810.281-3 - MELGROUP SAS - EDS  EL BUENO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;757
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-367220-368220;Impuesto al Carbono;900.727.531-5 - SERVICIOS  INTEGRADOS  PROFESIONALES SIPRO  SAS - EDS TERPEL;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1001
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-368221-370456;Impuesto al Carbono;900.858.486-3 - COMERCOM VALLE JGL  SAS - EDS TERPEL  AUTOPISTA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;2236
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-370457-371406;Impuesto al Carbono;900.810.018-2 - COMERCIALIZADORA  FAMILIAR MARIA  CAROLINA SAS -  ESTACION DE SERVICIO ;830.095.213-0 - ORGANIZACIÓN TERPEL SA;950
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-371407-373914;Impuesto al Carbono;900.667.397-6 - LINSAR SAS - EDS  TERPEL LA AMERICA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;2508
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-373915-374626;Impuesto al Carbono;900.798.459-6 - ESTACION DE  SERVICIOS DIAMOND  SAS - EDS TERPEL  CARRERA 8A;830.095.213-0 - ORGANIZACIÓN TERPEL SA;712
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-374627-375328;Impuesto al Carbono;900.808.763-5 - ARMASIL  DISTRIBUCIONES SAS -  EDS TERPEL RIOFRIO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;702
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-375329-377216;Impuesto al Carbono;901.185.697-5 - OPERACIONES Y  SERVICIOS TECNICOS  SAS - EDS BOSTON;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1888
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-377217-378181;Impuesto al Carbono;901.494.276-3 - BOTANGEL S.A.S. - EDS  CENTRO AUTOMOTRIZ;830.095.213-0 - ORGANIZACIÓN TERPEL SA;965
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-378182-380092;Impuesto al Carbono;901.004.137-7 - CADAVID  COMBUSTIBLES SAS -  EDS TERPEL LAS  MERCEDES;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1911
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-380093-382114;Impuesto al Carbono;900.959.736-3 - DS SERVICIOS  COLOMBIA SAS - EDS  TERPEL CALLE 127;830.095.213-0 - ORGANIZACIÓN TERPEL SA;2022
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-382115-383650;Impuesto al Carbono;900.704.774-9 - GOMEZ  COMBUSTIBLES S.A.S -  EDS TERPEL ITAGUI;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1536
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-383651-385055;Impuesto al Carbono;900.566.851-5 - INVERSIONES JEPAR  S.A.S. - EDS TERPEL LA  METRO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1405
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-385056-385607;Impuesto al Carbono;901.496.905-7 - INVERSIONES HADIA  SAS - EDS AV 19 SANTA  MARTA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;552
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-385608-386347;Impuesto al Carbono;901.117.366-2 - BENCINERA SAS - EDS  GASXI 76;830.095.213-0 - ORGANIZACIÓN TERPEL SA;740
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-386348-388032;Impuesto al Carbono;900.796.282-0 - SALAZAR SAENZ SAS -  EDS TERPEL GRANADA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1685
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-388033-388252;Impuesto al Carbono;900.792.896-4 -  Gama E Hijos SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;220
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-388253-389794;Impuesto al Carbono;901.031.037-3 - INVERSIONES  NOGUMAS SAS - EDS  TERPEL EL RODEO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1542
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-389795-390770;Impuesto al Carbono;901.045.508-1 - COMBUSTIBLES  FLORENCIA SAS - EDS  TERPEL FLORENCIA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;976
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-390771-391709;Impuesto al Carbono;901.494.145-7 - CASDAR SAS - EDS  PRESIDENTE;830.095.213-0 - ORGANIZACIÓN TERPEL SA;939
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-391710-391800;Impuesto al Carbono;900.809.066-4 - INVERSIONES CICA SAS -  EDS TERPEL TINTAL;830.095.213-0 - ORGANIZACIÓN TERPEL SA;91
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-391801-395376;Impuesto al Carbono;900.644.867-7 - DISTRIBUCIONES  AGUIRRE SIERRA S.A.S -  EDS TERPEL NORTE;830.095.213-0 - ORGANIZACIÓN TERPEL SA;3576
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-395377-395699;Impuesto al Carbono;901.256.144-1 - SIDECA SOLUCIONES  INTEGRALES DEL  CARIBE SAS - EDS  BARRANQUILLITA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;323
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-395700-396531;Impuesto al Carbono;900.986.377-7 - DISTRIBUIDORA DE  COMBUSTIBLES LOPEZ  Y GIRALDO SAS -  TERPEL- EDS EL VERGEL;830.095.213-0 - ORGANIZACIÓN TERPEL SA;832
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-396532-398657;Impuesto al Carbono;900.979.559-1 - JEMA GASOIL SAS - EDS  TERPEL LA 49  NORMANDIA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;2126
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-398658-398779;Impuesto al Carbono;900.726.977-1 - ATARA GASOIL SAS -  EDS LA GUABINAL;830.095.213-0 - ORGANIZACIÓN TERPEL SA;122
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-398780-400894;Impuesto al Carbono;900.792.157-1 - VALECAR SAS - EDS  TERPEL LA 33 ;830.095.213-0 - ORGANIZACIÓN TERPEL SA;2115
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-400895-402266;Impuesto al Carbono;901.623.066-8 - FAESGO SAS - EDS  TERPEL SAN ANTONIO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1372
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-402267-404175;Impuesto al Carbono;900.913.984-5 - COLVIBRA SAS - EDS  TERPEL LAS VEGAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1909
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-404176-404880;Impuesto al Carbono;901.619.852-5 - VIABEL GROUP SAS -  EDS TERPEL  CAÑAVERAL;830.095.213-0 - ORGANIZACIÓN TERPEL SA;705
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-404881-405475;Impuesto al Carbono;900.640.966-1 - INVERSIONES NAVA  SAS - EDS SAN JUAN;830.095.213-0 - ORGANIZACIÓN TERPEL SA;595
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-405476-406474;Impuesto al Carbono;901.187.386-9 - CAISO SAS - EDS  TERPEL SAN AGUSTIN;830.095.213-0 - ORGANIZACIÓN TERPEL SA;999
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-406475-407380;Impuesto al Carbono;901.189.703-1 - INVERSIONES SOL SAS -  EDS TERPEL  ASTILLEROS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;906
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-407381-408990;Impuesto al Carbono;901.321.778-7 - COMERCIALIZADORA  DE COMBUSTIBLES 3G  SAS - EDS TERPEL EL  ENCIERRO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1610
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-408991-410532;Impuesto al Carbono;901.270.622-7 - INVERSIONES KEYAH  SAS - EDS SABANETA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1542
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-410533-410966;Impuesto al Carbono;901.193.174-9 - ESTACION DE  SERVICIOS INVERMAX  PETROLEOS S.A.S. - EDS  TERPEL PUERTA DE;830.095.213-0 - ORGANIZACIÓN TERPEL SA;434
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-410967-411600;Impuesto al Carbono;901.618.072-2 - INVERSIONES FESALAU  SAS - EDS TERPEL  FERROCARRIL;830.095.213-0 - ORGANIZACIÓN TERPEL SA;634
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-411601-413116;Impuesto al Carbono;901.622.730-6 - COMBUSTIBLES DE LOS  ANDES S.A.S - EDS  MARIANA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1516
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-413117-414360;Impuesto al Carbono;900.734.797-6 - ECOFULL COLOMBIA  SAS - EDS EL  TRIANGULO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1244
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-414361-414832;Impuesto al Carbono;900.647.877-4 - COMERCIALIZADORA  HERCORJAR SAS - EDS  TERPEL AMERICAS ;830.095.213-0 - ORGANIZACIÓN TERPEL SA;472
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-414833-416819;Impuesto al Carbono;901.046.216-0 - H&R ENERGY SAS - EDS  TERPEL DUITAMA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1987
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-416820-417038;Impuesto al Carbono;901.033.646-8 - DSITRIBUIDORA DE  COMBUSTIBLES SANTA  CECILIA SAS - EDS  TERPEL EL CORTIJO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;219
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-417039-417494;Impuesto al Carbono;900.807.035-7 - AGUILAR GOMEZ  OCHOA SAS - EDS CHIA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;456
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-417495-418028;Impuesto al Carbono;901.619.643-2 - EDS CARIBEMAR SAS -  EDS TERPEL-EL TIGRE;830.095.213-0 - ORGANIZACIÓN TERPEL SA;534
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-418029-419461;Impuesto al Carbono;901.028.664-0 - LUBYCOM SAS - EDS  PASOANCHO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1433
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-419462-420564;Impuesto al Carbono;900.542.182-2 - INVERSIONES ESCOBAR  VELEZ Y CIA SAS - EDS  TERPEL MARBELLA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1103
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-420565-420939;Impuesto al Carbono;901.309.880-1 - GENTILE SERVICES SAS -  EDS TERPEL LA UNIÓN;830.095.213-0 - ORGANIZACIÓN TERPEL SA;375
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-420940-421883;Impuesto al Carbono;900.652.115-0 - ESTACIÓN DE SERVICIO  JAP SAS - EDS TERPEL  LA FLORIDA COTA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;944
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-421884-422592;Impuesto al Carbono;900.666.450-4 - CUELLAR,  ARCINIEGAS,REPRESEN TACIONES Y SERVICIOS  S.A.S. - EDS TERPEL;830.095.213-0 - ORGANIZACIÓN TERPEL SA;709
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-422593-425992;Impuesto al Carbono;901.354.533-1 - LAUDAN OPERADORES  SAS - EDS AUTOPISTA  NORTE;830.095.213-0 - ORGANIZACIÓN TERPEL SA;3400
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-425993-428199;Impuesto al Carbono;901.188.220-1 - BONCA SAS - EDS  TERPEL PALERMO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;2207
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-428200-429761;Impuesto al Carbono;900.958.772-4 - PASION INNOVACION  EXPERIENCIA  AUTOMOTRIZ SAS -  EDS TERPEL CRUZ ROJA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1562
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-429762-431225;Impuesto al Carbono;901.129.051-1 - SANCHEZ Y LOZANO  SAS - EDS TERPEL EL  RETORNO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1464
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-431226-431854;Impuesto al Carbono;901.333.302-7 - SANZ TORO SAS - EDS  TERPEL LA ALQUERIA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;629
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-431855-432854;Impuesto al Carbono;901.495.028-8 - EVIMERIA PM S.A.S -  EDS TERPEL AMIRA DE  LA ROSA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1000
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-432855-432873;Impuesto al Carbono;900.747.987-5 - ESTACION DEL NORTE  SAS - EDS TERPEL  AEROPUERTO  MONTERIA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;19
2025-03-13 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-432874-435190;Impuesto al Carbono;901.109.366-9 - SERVICES BELICE SAS -  EDS TERPEL EL  GANADERO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;2317
